mid_lat,mid_lon,bearing_deg
54.724,-5.7565,90.0
54.7245,-5.756,0.0
54.725,-5.7555,90.0
54.725,-5.7545,90.0
54.725,-5.7535,90.0
54.725,-5.7525,90.0
54.725,-5.7515,90.0
54.7255,-5.751,0.0
54.726,-5.7505,90.0
54.726,-5.7495,90.0
54.726,-5.7485,90.0
54.7255,-5.748,0.0
54.725,-5.7475,90.0
54.7255,-5.747,0.0
54.726,-5.7475,90.0
54.7265,-5.748,0.0
54.727,-5.7475,90.0
54.727,-5.7465,90.0
54.7265,-5.746,0.0
54.726,-5.7455,90.0
54.7255,-5.7445,150.0
54.7255,-5.744,0.0
54.726,-5.7445,90.0
54.7265,-5.745,0.0
54.727,-5.7455,90.0
54.7275,-5.746,0.0
54.728,-5.7455,90.0
54.7285,-5.7445,30.0
54.7295,-5.744,0.0
54.73,-5.7435,90.0
54.7305,-5.743,0.0
54.731,-5.7425,90.0
54.7315,-5.742,0.0
54.732,-5.7415,90.0
54.7325,-5.741,0.0
54.733,-5.7405,90.0
54.7335,-5.74,0.0
54.734,-5.7395,90.0
54.734,-5.7385,90.0
54.7345,-5.738,0.0
54.735,-5.7375,90.0
54.7355,-5.737,0.0
54.736,-5.7365,90.0
54.7365,-5.736,0.0
54.737,-5.7355,90.0
54.737,-5.7345,90.0
54.7375,-5.734,0.0
54.738,-5.7335,90.0
54.738,-5.7325,90.0
54.7375,-5.732,0.0
54.737,-5.7315,90.0
54.737,-5.7305,90.0
54.7375,-5.73,0.0
54.738,-5.7295,90.0
54.738,-5.7285,90.0
54.738,-5.7275,90.0
54.738,-5.7265,90.0
54.738,-5.7255,90.0
54.7385,-5.725,0.0
54.739,-5.7245,90.0
54.7385,-5.7215,109.1
54.738,-5.718,90.0
54.7375,-5.7145,109.1
54.737,-5.711,90.0
54.737,-5.7095,90.0
54.737,-5.7085,90.0
54.7365,-5.7075,150.0
54.7365,-5.706,0.0
54.737,-5.7065,90.0
54.737,-5.708,90.0
54.737,-5.71,90.0
