mid_lat,mid_lon,bearing_deg
54.871,-8.3855,8.2
54.8735,-8.385,0.0
54.8745,-8.385,0.0
54.875,-8.3845,90.0
54.875,-8.385,90.0
54.8755,-8.388,113.5
54.8765,-8.3905,150.1
54.8775,-8.39,49.0
54.878,-8.39,90.0
54.8785,-8.3905,29.9
54.879,-8.3885,90.0
54.879,-8.384,90.0
54.879,-8.3795,90.0
54.8785,-8.377,131.0
54.8775,-8.375,131.0
54.877,-8.3735,90.0
54.877,-8.372,90.0
54.8765,-8.3705,150.1
54.8765,-8.37,0.0
54.877,-8.369,90.0
54.8775,-8.3675,29.9
54.878,-8.3665,90.0
54.8785,-8.3655,29.9
54.8785,-8.3635,120.1
54.8785,-8.3625,150.1
54.879,-8.3625,90.0
54.8795,-8.3625,150.1
54.88,-8.362,90.0
54.8805,-8.361,0.0
54.881,-8.3615,90.0
54.8815,-8.362,0.0
54.8825,-8.361,49.0
54.883,-8.3585,90.0
54.883,-8.3565,90.0
54.883,-8.3555,90.0
54.8825,-8.3545,150.1
54.882,-8.3535,90.0
54.8825,-8.353,0.0
54.883,-8.3525,90.0
54.8825,-8.351,131.0
54.8825,-8.3495,29.9
54.8825,-8.348,131.0
54.882,-8.3465,90.0
54.882,-8.3455,90.0
54.8815,-8.345,0.0
54.881,-8.3445,90.0
54.881,-8.343,90.0
54.8805,-8.342,0.0
54.8795,-8.34,113.5
54.8785,-8.3375,150.1
54.878,-8.3365,90.0
54.878,-8.3355,90.0
54.8775,-8.3345,150.1
54.877,-8.3335,90.0
54.8765,-8.3335,29.9
54.876,-8.335,90.0
54.876,-8.334,90.0
54.876,-8.3315,90.0
54.876,-8.33,90.0
54.8755,-8.329,0.0
54.875,-8.3285,90.0
54.8745,-8.327,131.0
54.8745,-8.3255,29.9
54.8745,-8.3245,150.1
54.874,-8.323,90.0
54.8745,-8.322,0.0
54.8745,-8.3215,150.1
54.8745,-8.321,0.0
54.875,-8.3215,90.0
54.8755,-8.3225,150.1
54.876,-8.3225,90.0
54.8765,-8.322,0.0
54.8765,-8.3215,150.1
54.8765,-8.3205,29.9
54.877,-8.321,90.0
54.8775,-8.3225,150.1
54.878,-8.3225,90.0
54.878,-8.321,90.0
54.8785,-8.322,113.5
54.8795,-8.3245,150.1
54.8805,-8.3235,59.9
54.8815,-8.322,0.0
54.882,-8.3215,90.0
54.882,-8.32,90.0
54.8825,-8.319,0.0
54.883,-8.3185,90.0
54.883,-8.3175,90.0
54.8835,-8.3155,59.9
54.884,-8.3135,90.0
54.884,-8.3125,90.0
54.884,-8.3115,90.0
54.884,-8.3105,90.0
54.884,-8.3095,90.0
54.8845,-8.3095,150.1
54.885,-8.3105,90.0
54.8855,-8.3105,29.9
54.8865,-8.3105,150.1
54.887,-8.3095,90.0
54.887,-8.3075,90.0
54.8875,-8.308,131.0
54.888,-8.3095,90.0
54.888,-8.3105,90.0
54.8885,-8.311,0.0
54.889,-8.31,90.0
54.889,-8.3085,90.0
54.889,-8.309,90.0
54.8895,-8.311,131.0
54.889,-8.3125,90.0
54.8895,-8.313,0.0
54.8905,-8.313,0.0
54.89,-8.3135,16.0
54.889,-8.3145,90.0
54.889,-8.316,90.0
54.889,-8.3185,90.0
54.8885,-8.3205,29.9
54.888,-8.3225,90.0
54.8875,-8.3255,59.9
54.8875,-8.3275,150.1
54.888,-8.3285,90.0
54.888,-8.3295,90.0
54.888,-8.3315,90.0
54.8885,-8.3335,150.1
54.889,-8.3345,90.0
54.8895,-8.3365,120.1
54.8905,-8.3385,150.1
54.8915,-8.3405,120.1
54.8925,-8.3425,150.1
54.8935,-8.3425,29.9
54.894,-8.34,90.0
54.8945,-8.339,131.0
54.896,-8.341,150.1
54.8975,-8.342,0.0
54.899,-8.3415,16.0
54.901,-8.3405,16.0
54.9025,-8.34,0.0
54.903,-8.3395,90.0
54.904,-8.3405,139.2
54.9055,-8.342,0.0
54.9065,-8.3415,29.9
54.907,-8.3415,90.0
54.907,-8.3425,90.0
54.9075,-8.344,131.0
54.9075,-8.3465,59.9
54.9065,-8.348,0.0
54.906,-8.3485,90.0
54.906,-8.3495,90.0
54.9055,-8.3495,150.1
54.905,-8.3495,90.0
54.905,-8.351,90.0
54.9045,-8.352,0.0
54.9045,-8.3525,150.1
54.9045,-8.353,0.0
54.904,-8.354,90.0
54.9035,-8.3555,29.9
54.903,-8.357,90.0
54.903,-8.3585,90.0
54.9025,-8.36,49.0
54.902,-8.3615,90.0
54.9015,-8.361,131.0
54.9005,-8.361,49.0
54.8995,-8.3625,29.9
54.899,-8.364,90.0
54.899,-8.3655,90.0
54.8995,-8.3665,150.1
54.9,-8.3685,90.0
54.9005,-8.369,49.0
54.9005,-8.368,0.0
54.9005,-8.3675,29.9
54.901,-8.3675,90.0
54.9015,-8.3685,150.1
54.9025,-8.369,0.0
54.904,-8.3685,16.0
54.904,-8.3715,63.6
54.903,-8.3755,90.0
54.903,-8.377,90.0
54.904,-8.379,150.1
54.9055,-8.3795,29.9
54.906,-8.3795,90.0
54.9055,-8.3805,29.9
54.9045,-8.381,0.0
54.904,-8.3815,90.0
54.9035,-8.382,0.0
54.9025,-8.3825,29.9
54.9015,-8.382,131.0
54.9005,-8.3805,150.1
54.9,-8.3805,90.0
54.8995,-8.3795,120.1
54.8985,-8.378,0.0
54.8975,-8.378,0.0
54.897,-8.3785,90.0
54.896,-8.378,150.1
54.894,-8.3775,16.0
54.892,-8.377,150.1
54.8895,-8.375,159.0
54.888,-8.3745,90.0
54.887,-8.375,0.0
54.886,-8.3755,90.0
54.886,-8.3765,90.0
54.8855,-8.3775,29.9
54.8845,-8.3785,29.9
54.8835,-8.3805,59.9
54.883,-8.3835,90.0
54.8845,-8.3865,150.1
54.8865,-8.3885,150.1
54.8875,-8.3885,29.9
54.8885,-8.3885,150.1
54.89,-8.392,120.1
54.8925,-8.3975,136.2
54.894,-8.4015,90.0
54.894,-8.4035,90.0
54.894,-8.405,90.0
54.894,-8.407,90.0
54.8945,-8.4085,150.1
54.8955,-8.41,131.0
54.896,-8.4105,90.0
54.8965,-8.4095,29.9
54.8975,-8.4095,150.1
54.898,-8.4105,90.0
54.898,-8.4115,90.0
54.898,-8.4135,90.0
54.8985,-8.415,0.0
54.899,-8.4155,90.0
54.8995,-8.4165,150.1
54.9,-8.4175,90.0
54.9,-8.4185,90.0
54.9,-8.4195,90.0
54.9005,-8.421,131.0
54.9015,-8.424,113.5
54.902,-8.427,90.0
54.902,-8.4285,90.0
54.9025,-8.429,0.0
54.903,-8.43,90.0
54.9035,-8.4315,150.1
54.9035,-8.4325,29.9
54.9035,-8.4335,150.1
54.9035,-8.435,49.0
54.903,-8.4365,90.0
54.9035,-8.439,113.5
54.905,-8.443,131.0
54.9065,-8.4455,150.1
54.9065,-8.4465,29.9
54.9065,-8.447,0.0
54.9075,-8.448,131.0
54.9085,-8.449,0.0
54.909,-8.45,90.0
54.9095,-8.4505,29.9
54.9105,-8.4505,150.1
54.9105,-8.452,49.0
54.9105,-8.4535,150.1
54.9115,-8.4535,29.9
54.9115,-8.454,49.0
54.9115,-8.4555,150.1
54.9125,-8.456,0.0
54.913,-8.4555,90.0
54.9135,-8.455,0.0
54.9145,-8.455,0.0
54.9155,-8.4555,150.1
54.9165,-8.457,131.0
54.918,-8.4585,164.0
54.919,-8.458,90.0
54.9195,-8.458,131.0
54.92,-8.458,90.0
54.92,-8.4565,90.0
54.9205,-8.4565,150.1
54.921,-8.4565,90.0
54.9215,-8.456,0.0
54.9225,-8.4565,150.1
54.9225,-8.457,0.0
54.9225,-8.4575,150.1
54.9235,-8.458,0.0
54.924,-8.4575,90.0
54.924,-8.456,90.0
54.924,-8.454,90.0
54.924,-8.452,90.0
54.924,-8.45,90.0
54.9245,-8.448,49.0
54.9255,-8.4475,150.1
54.9265,-8.4475,29.9
54.927,-8.4465,90.0
54.9275,-8.445,49.0
54.9295,-8.444,0.0
54.932,-8.4445,164.0
54.933,-8.446,90.0
54.934,-8.448,150.1
54.935,-8.45,90.0
54.935,-8.4515,90.0
54.935,-8.4535,90.0
54.9355,-8.456,131.0
54.9365,-8.457,0.0
54.9395,-8.458,167.1
54.942,-8.4585,90.0
54.943,-8.457,29.9
54.944,-8.4555,90.0
54.944,-8.4545,90.0
54.9445,-8.4535,29.9
54.9445,-8.4525,150.1
54.9445,-8.451,49.0
54.9445,-8.4495,150.1
54.944,-8.4485,90.0
54.944,-8.4475,90.0
54.944,-8.4465,90.0
54.944,-8.4455,90.0
54.944,-8.444,90.0
54.944,-8.4425,90.0
54.9445,-8.441,49.0
54.945,-8.4395,90.0
54.945,-8.4385,90.0
54.945,-8.4375,90.0
54.9455,-8.437,0.0
54.9465,-8.4365,29.9
54.9465,-8.4355,150.1
54.9455,-8.435,0.0
54.9445,-8.436,49.0
54.944,-8.4365,90.0
54.9445,-8.435,49.0
54.9445,-8.434,0.0
54.944,-8.4335,90.0
54.9435,-8.433,0.0
54.943,-8.4335,90.0
54.9425,-8.4335,150.1
54.9415,-8.4335,29.9
54.9405,-8.435,49.0
54.9405,-8.4365,150.1
54.9405,-8.4375,29.9
54.9395,-8.4375,150.1
54.939,-8.4375,90.0
54.939,-8.4385,90.0
54.9385,-8.4395,29.9
54.938,-8.4405,90.0
54.9375,-8.4415,29.9
54.937,-8.443,90.0
54.9375,-8.444,0.0
54.9375,-8.4445,29.9
54.937,-8.447,90.0
54.9365,-8.4465,109.2
54.9355,-8.4445,29.9
54.935,-8.4455,90.0
54.9355,-8.4445,59.9
54.9355,-8.443,0.0
54.935,-8.4415,90.0
54.9355,-8.44,0.0
54.936,-8.4395,90.0
54.9365,-8.438,49.0
54.937,-8.4365,90.0
54.9365,-8.436,0.0
54.9355,-8.437,49.0
54.9345,-8.437,131.0
54.9345,-8.436,0.0
54.9355,-8.435,49.0
54.9355,-8.4335,150.1
54.935,-8.4325,90.0
54.9355,-8.432,0.0
54.936,-8.4315,90.0
54.936,-8.4305,90.0
54.9355,-8.4295,150.1
54.9355,-8.4285,29.9
54.9355,-8.427,131.0
54.9355,-8.426,0.0
54.936,-8.427,90.0
54.936,-8.4275,90.0
54.936,-8.4265,90.0
54.9365,-8.426,0.0
54.9365,-8.4255,150.1
54.9365,-8.4245,29.9
54.9365,-8.424,0.0
54.936,-8.423,90.0
54.936,-8.4215,90.0
54.9355,-8.4205,150.1
54.9355,-8.4195,29.9
54.9365,-8.42,131.0
54.938,-8.421,0.0
54.939,-8.4195,90.0
54.9385,-8.4175,150.1
54.938,-8.4165,90.0
54.938,-8.4155,90.0
54.938,-8.4145,90.0
54.938,-8.4135,90.0
54.9375,-8.4115,120.1
54.9375,-8.41,0.0
54.9375,-8.4095,150.1
54.937,-8.4095,90.0
54.9365,-8.4095,150.1
54.9365,-8.409,0.0
54.937,-8.4085,90.0
54.9375,-8.4065,59.9
54.9375,-8.4045,150.1
54.9375,-8.4035,29.9
54.938,-8.4025,90.0
54.9385,-8.402,0.0
54.9395,-8.401,49.0
54.94,-8.4005,90.0
54.9405,-8.3995,59.9
54.9415,-8.398,0.0
54.9415,-8.3975,150.1
54.9415,-8.396,49.0
54.9415,-8.3945,150.1
54.9415,-8.3935,29.9
54.942,-8.3915,90.0
54.942,-8.3895,90.0
54.943,-8.3885,16.0
54.944,-8.3875,90.0
54.944,-8.386,90.0
54.9435,-8.3845,150.1
54.943,-8.3835,90.0
54.9425,-8.383,0.0
54.9415,-8.382,131.0
54.941,-8.3815,90.0
54.9405,-8.3825,29.9
54.9395,-8.382,131.0
54.9395,-8.3805,29.9
54.94,-8.3795,90.0
54.94,-8.3785,90.0
54.9405,-8.3785,150.1
54.942,-8.3795,164.0
54.943,-8.379,90.0
54.943,-8.3775,90.0
54.9425,-8.377,0.0
54.9425,-8.3765,29.9
54.9425,-8.3755,150.1
54.942,-8.3745,90.0
54.9425,-8.373,49.0
54.944,-8.3715,16.0
54.9455,-8.3705,29.9
54.9465,-8.369,49.0
54.947,-8.3675,90.0
54.9475,-8.367,0.0
54.948,-8.366,90.0
54.948,-8.3645,90.0
54.948,-8.3635,90.0
54.9485,-8.3635,150.1
54.9495,-8.3645,150.1
54.9505,-8.3655,150.1
54.951,-8.3665,90.0
54.9515,-8.3685,120.1
54.952,-8.3705,90.0
54.952,-8.3715,90.0
54.952,-8.3725,90.0
54.952,-8.374,90.0
54.953,-8.375,0.0
54.953,-8.3755,16.0
54.9525,-8.376,0.0
54.9525,-8.3765,29.9
54.952,-8.378,90.0
54.952,-8.3795,90.0
54.9525,-8.38,0.0
54.953,-8.3805,90.0
54.953,-8.382,90.0
54.953,-8.3835,90.0
54.953,-8.3845,90.0
54.953,-8.3855,90.0
54.9535,-8.3865,150.1
54.954,-8.388,90.0
54.9545,-8.389,0.0
54.955,-8.3895,90.0
54.9555,-8.392,113.5
54.956,-8.395,90.0
54.9565,-8.397,131.0
54.9575,-8.399,131.0
54.958,-8.4005,90.0
54.958,-8.4025,90.0
54.9585,-8.404,0.0
54.9585,-8.4035,150.1
54.9585,-8.4025,29.9
54.959,-8.403,90.0
54.959,-8.4045,90.0
54.959,-8.4055,90.0
54.9595,-8.4065,150.1
54.9605,-8.407,0.0
54.9605,-8.4075,29.9
54.9595,-8.4085,29.9
54.9595,-8.409,0.0
54.9605,-8.4095,150.1
54.9605,-8.41,0.0
54.9595,-8.41,0.0
54.959,-8.4105,90.0
54.9595,-8.4115,150.1
54.9595,-8.412,0.0
54.959,-8.413,90.0
54.9595,-8.414,0.0
54.9605,-8.414,0.0
54.961,-8.4145,90.0
54.9615,-8.4155,150.1
54.962,-8.4155,90.0
54.962,-8.4145,90.0
54.9625,-8.4135,29.9
54.9625,-8.414,48.9
54.9625,-8.415,0.0
54.963,-8.4155,90.0
54.963,-8.4165,90.0
54.9635,-8.4175,150.1
54.9645,-8.4175,29.9
54.965,-8.418,90.0
54.9655,-8.419,0.0
54.9665,-8.4185,29.9
54.967,-8.4185,90.0
54.9665,-8.4195,29.9
54.9665,-8.42,0.0
54.9675,-8.4195,29.9
54.968,-8.4185,90.0
54.9685,-8.418,0.0
54.969,-8.4185,90.0
54.969,-8.42,90.0
54.9695,-8.421,0.0
54.97,-8.4215,90.0
54.97,-8.4225,90.0
54.9705,-8.423,0.0
54.9715,-8.424,131.1
54.973,-8.426,150.1
54.9735,-8.427,0.0
54.974,-8.428,150.1
54.975,-8.4295,90.0
54.9755,-8.4305,150.1
54.9765,-8.431,0.0
54.9775,-8.431,0.0
54.978,-8.4315,90.0
54.978,-8.4325,90.0
54.979,-8.434,90.0
54.9785,-8.435,0.0
54.9785,-8.4355,150.1
54.9785,-8.436,0.0
54.9785,-8.4365,150.1
54.979,-8.4375,90.0
54.9795,-8.439,131.1
54.9795,-8.44,0.0
54.98,-8.4405,164.0
54.9815,-8.441,0.0
54.9825,-8.4415,150.2
54.9825,-8.4425,29.8
54.9825,-8.443,0.0
54.983,-8.442,90.0
54.9835,-8.442,131.1
54.9845,-8.4435,150.2
54.985,-8.4445,90.0
54.9855,-8.4445,29.8
54.9865,-8.4425,29.8
54.987,-8.4415,90.0
54.987,-8.4405,90.0
54.9875,-8.4395,29.8
54.988,-8.4355,90.0
54.9885,-8.4345,29.8
54.989,-8.4345,90.0
54.9885,-8.4355,29.8
54.9885,-8.439,0.0
54.989,-8.4385,90.0
54.99,-8.4385,164.0
54.9905,-8.4395,29.8
54.9905,-8.4405,150.2
54.991,-8.4415,90.0
54.991,-8.4425,90.0
54.9915,-8.4425,29.8
54.9925,-8.443,131.1
54.9935,-8.445,131.1
54.9945,-8.446,0.0
54.995,-8.4465,90.0
54.995,-8.4475,90.0
54.9955,-8.4475,29.8
54.996,-8.4475,90.0
54.9965,-8.448,0.0
54.997,-8.4485,90.0
54.9975,-8.4495,150.2
54.9975,-8.4505,29.8
54.997,-8.4505,90.0
54.997,-8.451,90.0
54.9975,-8.4525,150.2
54.9985,-8.4535,150.2
54.999,-8.452,90.0
54.9995,-8.4515,150.2
55.0,-8.4515,90.0
55.0,-8.4505,90.0
54.9995,-8.449,131.1
54.9995,-8.4475,29.8
55.0,-8.4475,90.0
55.0005,-8.449,131.1
55.001,-8.4495,90.0
55.0015,-8.4505,120.2
55.002,-8.4515,90.0
55.0025,-8.451,0.0
55.0035,-8.451,0.0
55.0045,-8.4505,29.8
55.0055,-8.45,0.0
55.006,-8.4495,90.0
55.0065,-8.4485,29.8
55.0065,-8.445,106.2
55.0065,-8.4395,70.8
55.0075,-8.4365,29.8
55.0075,-8.435,131.1
55.0075,-8.4335,29.8
55.0085,-8.4335,150.2
55.009,-8.432,90.0
55.0085,-8.4305,150.2
55.0075,-8.429,131.1
55.007,-8.4265,90.0
55.0075,-8.424,48.9
55.0085,-8.423,0.0
55.0095,-8.423,0.0
55.01,-8.4235,90.0
55.0105,-8.424,0.0
55.011,-8.4235,90.0
55.011,-8.4225,90.0
55.011,-8.4215,90.0
55.011,-8.4205,90.0
55.0105,-8.4195,150.2
55.0105,-8.4175,59.8
55.009,-8.4165,16.0
55.008,-8.4185,90.0
55.0075,-8.422,66.4
55.0065,-8.423,131.1
55.0055,-8.421,131.1
55.005,-8.419,90.0
55.0055,-8.417,48.9
55.0055,-8.415,131.1
55.0055,-8.4135,29.8
55.006,-8.4125,90.0
55.006,-8.4115,90.0
55.0055,-8.4105,150.2
55.0045,-8.41,0.0
55.003,-8.4095,164.0
55.0015,-8.408,131.1
55.001,-8.406,90.0
55.001,-8.4045,90.0
55.001,-8.403,90.0
55.0015,-8.402,0.0
55.002,-8.4015,90.0
55.002,-8.4,90.0
55.0025,-8.3995,150.2
55.004,-8.401,150.2
55.0055,-8.402,0.0
55.006,-8.4025,90.0
55.0065,-8.403,0.0
55.0075,-8.404,131.1
55.0085,-8.405,0.0
55.01,-8.405,0.0
55.011,-8.4045,90.0
55.011,-8.4035,90.0
55.012,-8.4025,16.0
55.013,-8.4025,90.0
55.013,-8.4045,90.0
55.0125,-8.407,48.9
55.0125,-8.408,0.0
55.013,-8.4075,90.0
55.0135,-8.4075,150.2
55.0145,-8.4085,150.2
55.015,-8.4085,90.0
55.0155,-8.408,0.0
55.016,-8.4075,90.0
55.0165,-8.407,0.0
55.017,-8.4075,90.0
55.017,-8.4085,90.0
55.018,-8.4085,16.0
55.019,-8.406,90.0
55.0195,-8.4035,29.8
55.0195,-8.401,113.6
55.0195,-8.399,0.0
55.0205,-8.4,131.1
55.021,-8.4005,90.0
55.021,-8.3995,90.0
55.0215,-8.399,0.0
55.022,-8.398,90.0
55.022,-8.396,90.0
55.0225,-8.3955,150.2
55.0235,-8.395,48.9
55.024,-8.395,90.0
55.0245,-8.3945,59.8
55.0255,-8.3935,150.2
55.026,-8.3945,90.0
55.026,-8.3955,90.0
55.026,-8.3965,90.0
55.026,-8.3985,90.0
55.0265,-8.4,0.0
55.027,-8.4005,90.0
55.0275,-8.4005,29.8
55.0285,-8.4005,150.2
55.0295,-8.401,0.0
55.0295,-8.4015,29.8
55.0295,-8.403,131.1
55.0305,-8.4035,29.8
55.031,-8.4015,90.0
55.0315,-8.402,131.1
55.032,-8.4025,90.0
55.032,-8.4035,90.0
55.0325,-8.4055,150.2
55.0335,-8.406,0.0
55.034,-8.4065,90.0
55.0345,-8.407,0.0
55.035,-8.406,90.0
55.0345,-8.4045,150.2
55.0345,-8.404,0.0
55.0355,-8.404,0.0
55.036,-8.4035,90.0
55.036,-8.4025,90.0
55.0365,-8.4025,150.2
55.0365,-8.4015,120.2
55.037,-8.4005,164.0
55.038,-8.4005,90.0
55.0385,-8.4,0.0
55.039,-8.4005,90.0
55.0395,-8.401,0.0
55.0405,-8.4005,29.8
55.0415,-8.3995,29.8
55.0415,-8.3985,150.2
55.042,-8.397,29.8
55.043,-8.3955,90.0
55.0435,-8.395,0.0
55.0435,-8.394,131.1
55.043,-8.3925,90.0
55.0425,-8.392,0.0
55.042,-8.3915,90.0
55.041,-8.3905,164.0
55.0395,-8.3895,150.2
55.039,-8.3885,90.0
55.0385,-8.388,0.0
55.038,-8.3875,90.0
55.0375,-8.3875,29.8
55.036,-8.3875,164.0
55.0355,-8.3865,29.8
55.036,-8.3855,90.0
55.035,-8.3845,164.0
55.0345,-8.3835,29.8
55.0345,-8.383,0.0
55.0335,-8.381,113.6
55.034,-8.377,48.9
55.035,-8.374,90.0
55.036,-8.372,29.8
55.037,-8.3705,90.0
55.038,-8.371,150.2
55.039,-8.3715,90.0
55.039,-8.3705,90.0
55.0395,-8.3705,150.2
55.04,-8.37,90.0
55.04,-8.3685,90.0
55.0405,-8.3675,29.8
55.0415,-8.3665,29.8
55.042,-8.3655,90.0
55.041,-8.365,0.0
55.04,-8.364,90.0
55.0405,-8.363,0.0
55.0405,-8.3625,150.2
55.04,-8.3615,90.0
55.04,-8.3605,90.0
55.0405,-8.3595,29.8
55.0405,-8.359,0.0
55.0395,-8.359,0.0
55.039,-8.3585,90.0
55.039,-8.3575,90.0
55.0395,-8.3565,29.8
55.0395,-8.356,0.0
55.0395,-8.3555,29.8
55.0395,-8.355,0.0
55.039,-8.354,90.0
55.0395,-8.3525,29.8
55.04,-8.3515,90.0
55.04,-8.3505,90.0
55.0395,-8.35,0.0
55.04,-8.3495,16.0
55.043,-8.347,29.8
55.046,-8.344,29.8
55.0475,-8.343,0.0
55.0485,-8.343,0.0
55.0495,-8.344,131.1
55.0505,-8.3455,150.2
55.051,-8.345,90.0
55.051,-8.3435,90.0
55.0515,-8.3435,150.2
55.0525,-8.3445,150.2
55.053,-8.3445,90.0
55.0535,-8.3435,29.8
55.055,-8.343,0.0
55.056,-8.344,90.0
55.056,-8.3445,90.0
55.0565,-8.3445,150.2
55.057,-8.3455,90.0
55.0565,-8.346,0.0
55.056,-8.3465,90.0
55.057,-8.348,150.2
55.0585,-8.3485,29.8
55.059,-8.3485,90.0
55.0595,-8.3495,150.2
55.06,-8.3505,90.0
55.061,-8.3505,16.0
55.061,-8.3495,164.0
55.061,-8.349,0.0
55.0615,-8.3485,150.2
55.061,-8.3475,90.0
55.0615,-8.3475,150.2
55.062,-8.3475,90.0
55.0625,-8.348,131.1
55.0635,-8.349,0.0
55.064,-8.3485,90.0
55.0635,-8.3475,150.2
55.062,-8.3455,139.3
55.061,-8.3435,90.0
55.0615,-8.3425,29.8
55.0625,-8.3415,29.8
55.0635,-8.3415,150.2
55.0645,-8.3415,29.8
55.0645,-8.3405,150.2
55.064,-8.3395,90.0
55.0645,-8.3385,29.8
55.065,-8.3375,90.0
55.0645,-8.3365,150.2
55.0645,-8.3355,29.8
55.0655,-8.3345,29.8
55.0665,-8.3335,29.8
55.067,-8.3325,90.0
55.067,-8.3295,90.0
55.066,-8.326,150.2
55.066,-8.323,48.9
55.068,-8.3195,40.7
55.0695,-8.318,0.0
55.07,-8.3185,90.0
55.0715,-8.3185,10.8
55.074,-8.3165,40.7
55.0755,-8.315,0.0
55.077,-8.3155,164.0
55.078,-8.3165,90.0
55.078,-8.3175,90.0
55.0785,-8.319,131.1
55.0795,-8.3205,150.2
55.08,-8.322,90.0
55.081,-8.323,0.0
55.0825,-8.323,0.0
55.083,-8.3235,90.0
55.0835,-8.325,131.1
55.084,-8.3255,90.0
55.0845,-8.325,0.0
55.085,-8.3245,90.0
55.0855,-8.324,0.0
55.0865,-8.3245,150.2
55.0875,-8.325,0.0
55.0885,-8.3255,150.2
55.0895,-8.326,0.0
55.09,-8.3245,90.0
55.0905,-8.322,48.9
55.091,-8.3185,90.0
55.09,-8.313,120.2
55.089,-8.308,90.0
55.0885,-8.306,0.0
55.0875,-8.3075,59.8
55.0865,-8.309,0.0
55.086,-8.3095,90.0
55.0855,-8.3095,150.2
55.0845,-8.309,0.0
55.084,-8.308,90.0
55.083,-8.3065,164.0
55.082,-8.305,90.0
55.0825,-8.3035,29.8
55.0835,-8.303,0.0
55.084,-8.3025,90.0
55.0845,-8.3025,150.2
55.0855,-8.3035,150.2
55.0865,-8.304,0.0
55.087,-8.302,90.0
55.0865,-8.3,0.0
55.086,-8.2995,90.0
55.0865,-8.299,0.0
55.086,-8.2985,164.0
55.084,-8.2975,164.0
55.0825,-8.2965,150.2
55.0825,-8.2955,29.8
55.0825,-8.295,0.0
55.082,-8.2945,90.0
55.083,-8.2945,164.0
55.0845,-8.294,48.9
55.0855,-8.293,0.0
55.086,-8.294,90.0
55.0865,-8.2965,120.2
55.087,-8.2985,90.0
55.0875,-8.2995,150.2
55.088,-8.3005,90.0
55.0885,-8.3005,29.8
55.0885,-8.301,48.9
55.0885,-8.3025,150.2
55.0895,-8.3035,150.2
55.0905,-8.3045,150.2
55.0915,-8.305,0.0
55.0915,-8.306,48.9
55.091,-8.3075,90.0
55.0925,-8.3115,126.8
55.095,-8.3145,16.0
55.097,-8.3135,16.0
55.099,-8.3135,164.0
55.1005,-8.3145,150.2
55.1015,-8.316,131.2
55.102,-8.3165,90.0
55.1025,-8.316,0.0
55.1025,-8.3155,150.2
55.103,-8.316,150.2
55.105,-8.317,0.0
55.106,-8.3165,90.0
55.1065,-8.315,48.8
55.1075,-8.314,0.0
55.1085,-8.3145,150.2
55.1095,-8.315,0.0
55.11,-8.3145,90.0
55.11,-8.3135,90.0
55.1105,-8.3135,150.2
55.111,-8.3145,90.0
55.1115,-8.3155,150.2
55.1125,-8.3165,150.2
55.1135,-8.3165,29.8
55.114,-8.3145,90.0
55.1145,-8.3125,29.8
55.1155,-8.3115,29.8
55.117,-8.311,0.0
55.1185,-8.311,0.0
55.1195,-8.3105,29.8
55.12,-8.3095,90.0
55.1195,-8.3085,150.2
55.119,-8.3075,90.0
55.119,-8.3065,90.0
55.119,-8.3055,90.0
55.1185,-8.305,0.0
55.118,-8.3045,90.0
55.118,-8.3035,90.0
55.118,-8.3025,90.0
55.1185,-8.302,0.0
55.1195,-8.302,0.0
55.12,-8.303,90.0
55.1205,-8.304,0.0
55.1215,-8.3045,150.2
55.1225,-8.304,48.8
55.124,-8.3035,164.0
55.125,-8.3005,90.0
55.1255,-8.2965,29.8
55.127,-8.296,0.0
55.129,-8.295,29.8
55.1305,-8.294,0.0
55.132,-8.295,150.2
55.135,-8.296,0.0
55.1375,-8.2975,120.2
55.1385,-8.2995,150.2
55.14,-8.2985,40.6
55.1415,-8.297,0.0
55.1425,-8.296,48.8
55.143,-8.294,90.0
55.144,-8.292,29.7
55.145,-8.29,90.0
55.146,-8.2885,15.9
55.147,-8.2885,90.0
55.1475,-8.289,0.0
55.148,-8.2895,90.0
55.148,-8.291,90.0
55.148,-8.2925,90.0
55.1485,-8.2925,29.7
55.149,-8.2935,90.0
55.1495,-8.296,131.2
55.1505,-8.2965,150.3
55.152,-8.294,59.7
55.153,-8.2905,90.0
55.1535,-8.2895,29.7
55.155,-8.2875,40.6
55.1565,-8.286,0.0
55.158,-8.2855,15.9
55.159,-8.284,90.0
55.159,-8.2825,90.0
55.1585,-8.281,131.2
55.1575,-8.279,131.2
55.156,-8.2755,125.0
55.155,-8.2715,90.0
55.1545,-8.2675,109.3
55.1535,-8.2625,109.3
55.153,-8.2595,90.0
55.153,-8.258,90.0
55.153,-8.256,90.0
55.1535,-8.255,0.0
55.154,-8.2545,90.0
55.1545,-8.2525,59.7
55.155,-8.249,90.0
55.154,-8.2465,164.1
55.1525,-8.2455,150.3
55.152,-8.2445,90.0
55.152,-8.242,90.0
55.152,-8.2395,90.0
55.1515,-8.239,0.0
55.1515,-8.2385,29.7
55.1515,-8.237,131.2
55.1505,-8.235,131.2
55.15,-8.2325,90.0
55.1495,-8.2305,150.3
55.149,-8.2295,90.0
55.1495,-8.229,0.0
55.15,-8.2285,90.0
55.1505,-8.227,48.8
55.1515,-8.226,0.0
55.152,-8.2255,90.0
55.152,-8.224,90.0
55.1525,-8.223,0.0
55.1525,-8.2225,150.3
